value,parameter.name,parameter.units,period.datetimeFrom.utc
135.0,pm25,µg/m³,2016-02-11T18:25:00Z
135.0,pm25,µg/m³,2016-02-11T18:45:00Z
135.0,pm25,µg/m³,2016-02-11T19:05:00Z
143.0,pm25,µg/m³,2016-02-11T19:25:00Z
143.0,pm25,µg/m³,2016-02-11T19:45:00Z
143.0,pm25,µg/m³,2016-02-11T20:05:00Z
131.0,pm25,µg/m³,2016-02-11T20:25:00Z
131.0,pm25,µg/m³,2016-02-11T20:45:00Z
131.0,pm25,µg/m³,2016-02-11T21:05:00Z
119.0,pm25,µg/m³,2016-02-11T21:25:00Z
119.0,pm25,µg/m³,2016-02-11T21:45:00Z
119.0,pm25,µg/m³,2016-02-11T22:05:00Z
108.0,pm25,µg/m³,2016-02-11T22:25:00Z
108.0,pm25,µg/m³,2016-02-11T23:05:00Z
88.0,pm25,µg/m³,2016-02-11T23:25:00Z
88.0,pm25,µg/m³,2016-02-11T23:45:00Z
88.0,pm25,µg/m³,2016-02-12T00:05:00Z
89.0,pm25,µg/m³,2016-02-12T00:25:00Z
89.0,pm25,µg/m³,2016-02-12T00:45:00Z
89.0,pm25,µg/m³,2016-02-12T01:05:00Z
124.0,pm25,µg/m³,2016-02-12T01:25:00Z
124.0,pm25,µg/m³,2016-02-12T01:45:00Z
124.0,pm25,µg/m³,2016-02-12T02:05:00Z
214.0,pm25,µg/m³,2016-02-12T03:25:00Z
214.0,pm25,µg/m³,2016-02-12T03:45:00Z
214.0,pm25,µg/m³,2016-02-12T04:05:00Z
188.0,pm25,µg/m³,2016-02-12T04:25:00Z
188.0,pm25,µg/m³,2016-02-12T04:45:00Z
188.0,pm25,µg/m³,2016-02-12T05:00:00Z
174.0,pm25,µg/m³,2016-02-12T05:25:00Z
174.0,pm25,µg/m³,2016-02-12T05:45:00Z
174.0,pm25,µg/m³,2016-02-12T06:05:00Z
141.0,pm25,µg/m³,2016-02-12T06:25:00Z
141.0,pm25,µg/m³,2016-02-12T06:45:00Z
141.0,pm25,µg/m³,2016-02-12T07:05:00Z
67.0,pm25,µg/m³,2016-02-12T07:25:00Z
67.0,pm25,µg/m³,2016-02-12T07:45:00Z
67.0,pm25,µg/m³,2016-02-12T08:05:00Z
83.0,pm25,µg/m³,2016-02-12T08:25:00Z
83.0,pm25,µg/m³,2016-02-12T08:45:00Z
83.0,pm25,µg/m³,2016-02-12T09:05:00Z
80.0,pm25,µg/m³,2016-02-12T09:25:00Z
80.0,pm25,µg/m³,2016-02-12T09:45:00Z
80.0,pm25,µg/m³,2016-02-12T10:05:00Z
82.0,pm25,µg/m³,2016-02-12T10:25:00Z
82.0,pm25,µg/m³,2016-02-12T10:45:00Z
82.0,pm25,µg/m³,2016-02-12T11:05:00Z
149.0,pm25,µg/m³,2016-02-12T11:25:00Z
149.0,pm25,µg/m³,2016-02-12T11:45:00Z
149.0,pm25,µg/m³,2016-02-12T12:05:00Z
100.0,pm25,µg/m³,2016-02-12T12:25:00Z
100.0,pm25,µg/m³,2016-02-12T12:45:00Z
100.0,pm25,µg/m³,2016-02-12T13:05:00Z
125.0,pm25,µg/m³,2016-02-12T13:25:00Z
125.0,pm25,µg/m³,2016-02-12T13:45:00Z
125.0,pm25,µg/m³,2016-02-12T14:05:00Z
154.0,pm25,µg/m³,2016-02-12T14:25:00Z
154.0,pm25,µg/m³,2016-02-12T14:45:00Z
154.0,pm25,µg/m³,2016-02-12T15:05:00Z
145.0,pm25,µg/m³,2016-02-12T15:25:00Z
145.0,pm25,µg/m³,2016-02-12T15:45:00Z
145.0,pm25,µg/m³,2016-02-12T16:05:00Z
162.0,pm25,µg/m³,2016-02-12T16:25:00Z
162.0,pm25,µg/m³,2016-02-12T16:45:00Z
150.0,pm25,µg/m³,2016-02-12T17:25:00Z
150.0,pm25,µg/m³,2016-02-12T17:45:00Z
144.0,pm25,µg/m³,2016-02-12T18:25:00Z
144.0,pm25,µg/m³,2016-02-12T18:45:00Z
144.0,pm25,µg/m³,2016-02-12T19:05:00Z
164.0,pm25,µg/m³,2016-02-12T19:25:00Z
164.0,pm25,µg/m³,2016-02-12T19:45:00Z
164.0,pm25,µg/m³,2016-02-12T20:00:00Z
134.0,pm25,µg/m³,2016-02-12T20:25:00Z
134.0,pm25,µg/m³,2016-02-12T20:45:00Z
134.0,pm25,µg/m³,2016-02-12T21:05:00Z
132.0,pm25,µg/m³,2016-02-12T21:25:00Z
132.0,pm25,µg/m³,2016-02-12T21:45:00Z
132.0,pm25,µg/m³,2016-02-12T22:05:00Z
115.0,pm25,µg/m³,2016-02-12T22:25:00Z
115.0,pm25,µg/m³,2016-02-12T22:45:00Z
115.0,pm25,µg/m³,2016-02-12T23:05:00Z
126.0,pm25,µg/m³,2016-02-12T23:15:00Z
126.0,pm25,µg/m³,2016-02-12T23:45:00Z
126.0,pm25,µg/m³,2016-02-13T00:05:00Z
122.0,pm25,µg/m³,2016-02-13T00:25:00Z
122.0,pm25,µg/m³,2016-02-13T00:45:00Z
122.0,pm25,µg/m³,2016-02-13T01:05:00Z
145.0,pm25,µg/m³,2016-02-13T01:25:00Z
145.0,pm25,µg/m³,2016-02-13T01:45:00Z
145.0,pm25,µg/m³,2016-02-13T02:05:00Z
90.0,pm25,µg/m³,2016-02-13T02:25:00Z
90.0,pm25,µg/m³,2016-02-13T02:45:00Z
90.0,pm25,µg/m³,2016-02-13T03:05:00Z
123.0,pm25,µg/m³,2016-02-13T03:25:00Z
123.0,pm25,µg/m³,2016-02-13T03:45:00Z
123.0,pm25,µg/m³,2016-02-13T04:05:00Z
143.0,pm25,µg/m³,2016-02-13T04:25:00Z
143.0,pm25,µg/m³,2016-02-13T05:05:00Z
637.0,pm25,µg/m³,2016-02-13T05:25:00Z
637.0,pm25,µg/m³,2016-02-13T05:45:00Z
637.0,pm25,µg/m³,2016-02-13T06:05:00Z
99.0,pm25,µg/m³,2016-02-13T06:25:00Z
99.0,pm25,µg/m³,2016-02-13T06:45:00Z
99.0,pm25,µg/m³,2016-02-13T07:05:00Z
80.0,pm25,µg/m³,2016-02-13T07:25:00Z
80.0,pm25,µg/m³,2016-02-13T07:45:00Z
80.0,pm25,µg/m³,2016-02-13T08:05:00Z
97.0,pm25,µg/m³,2016-02-13T08:25:00Z
97.0,pm25,µg/m³,2016-02-13T08:45:00Z
97.0,pm25,µg/m³,2016-02-13T09:05:00Z
67.0,pm25,µg/m³,2016-02-13T09:25:00Z
67.0,pm25,µg/m³,2016-02-13T09:45:00Z
67.0,pm25,µg/m³,2016-02-13T10:05:00Z
65.0,pm25,µg/m³,2016-02-13T10:25:00Z
65.0,pm25,µg/m³,2016-02-13T10:45:00Z
65.0,pm25,µg/m³,2016-02-13T11:05:00Z
75.0,pm25,µg/m³,2016-02-13T11:25:00Z
75.0,pm25,µg/m³,2016-02-13T11:45:00Z
75.0,pm25,µg/m³,2016-02-13T12:05:00Z
65.0,pm25,µg/m³,2016-02-13T12:25:00Z
65.0,pm25,µg/m³,2016-02-13T12:45:00Z
65.0,pm25,µg/m³,2016-02-13T13:05:00Z
49.0,pm25,µg/m³,2016-02-13T13:25:00Z
49.0,pm25,µg/m³,2016-02-13T13:45:00Z
49.0,pm25,µg/m³,2016-02-13T14:05:00Z
67.0,pm25,µg/m³,2016-02-13T14:25:00Z
67.0,pm25,µg/m³,2016-02-13T14:45:00Z
67.0,pm25,µg/m³,2016-02-13T15:05:00Z
69.0,pm25,µg/m³,2016-02-13T15:25:00Z
69.0,pm25,µg/m³,2016-02-13T15:45:00Z
69.0,pm25,µg/m³,2016-02-13T16:05:00Z
98.0,pm25,µg/m³,2016-02-13T16:25:00Z
98.0,pm25,µg/m³,2016-02-13T16:45:00Z
98.0,pm25,µg/m³,2016-02-13T17:05:00Z
94.0,pm25,µg/m³,2016-02-13T17:25:00Z
94.0,pm25,µg/m³,2016-02-13T17:45:00Z
94.0,pm25,µg/m³,2016-02-13T18:05:00Z
93.0,pm25,µg/m³,2016-02-13T18:25:00Z
93.0,pm25,µg/m³,2016-02-13T18:45:00Z
93.0,pm25,µg/m³,2016-02-13T19:05:00Z
132.0,pm25,µg/m³,2016-02-13T19:25:00Z
132.0,pm25,µg/m³,2016-02-13T19:45:00Z
132.0,pm25,µg/m³,2016-02-13T20:05:00Z
178.0,pm25,µg/m³,2016-02-13T20:25:00Z
178.0,pm25,µg/m³,2016-02-13T20:45:00Z
178.0,pm25,µg/m³,2016-02-13T21:05:00Z
204.0,pm25,µg/m³,2016-02-13T21:25:00Z
204.0,pm25,µg/m³,2016-02-13T21:45:00Z
204.0,pm25,µg/m³,2016-02-13T21:55:00Z
169.0,pm25,µg/m³,2016-02-13T22:25:00Z
169.0,pm25,µg/m³,2016-02-13T22:45:00Z
169.0,pm25,µg/m³,2016-02-13T23:05:00Z
162.0,pm25,µg/m³,2016-02-13T23:25:00Z
162.0,pm25,µg/m³,2016-02-13T23:45:00Z
162.0,pm25,µg/m³,2016-02-14T00:05:00Z
95.0,pm25,µg/m³,2016-02-14T00:25:00Z
95.0,pm25,µg/m³,2016-02-14T00:45:00Z
95.0,pm25,µg/m³,2016-02-14T01:05:00Z
99.0,pm25,µg/m³,2016-02-14T01:25:00Z
99.0,pm25,µg/m³,2016-02-14T01:45:00Z
99.0,pm25,µg/m³,2016-02-14T02:05:00Z
99.0,pm25,µg/m³,2016-02-14T02:25:00Z
99.0,pm25,µg/m³,2016-02-14T02:45:00Z
99.0,pm25,µg/m³,2016-02-14T03:05:00Z
127.0,pm25,µg/m³,2016-02-14T03:25:00Z
127.0,pm25,µg/m³,2016-02-14T03:45:00Z
127.0,pm25,µg/m³,2016-02-14T04:05:00Z
112.0,pm25,µg/m³,2016-02-14T04:25:00Z
112.0,pm25,µg/m³,2016-02-14T04:45:00Z
112.0,pm25,µg/m³,2016-02-14T05:05:00Z
87.0,pm25,µg/m³,2016-02-14T05:20:00Z
87.0,pm25,µg/m³,2016-02-14T05:45:00Z
87.0,pm25,µg/m³,2016-02-14T06:05:00Z
77.0,pm25,µg/m³,2016-02-14T06:25:00Z
77.0,pm25,µg/m³,2016-02-14T06:45:00Z
77.0,pm25,µg/m³,2016-02-14T07:05:00Z
26.0,pm25,µg/m³,2016-02-14T07:25:00Z
26.0,pm25,µg/m³,2016-02-14T07:30:00Z
56.0,pm25,µg/m³,2016-02-14T08:25:00Z
56.0,pm25,µg/m³,2016-02-14T08:45:00Z
56.0,pm25,µg/m³,2016-02-14T09:05:00Z
74.0,pm25,µg/m³,2016-02-14T09:25:00Z
74.0,pm25,µg/m³,2016-02-14T09:45:00Z
74.0,pm25,µg/m³,2016-02-14T10:05:00Z
81.0,pm25,µg/m³,2016-02-14T10:25:00Z
81.0,pm25,µg/m³,2016-02-14T10:45:00Z
81.0,pm25,µg/m³,2016-02-14T11:05:00Z
83.0,pm25,µg/m³,2016-02-14T11:25:00Z
83.0,pm25,µg/m³,2016-02-14T11:45:00Z
83.0,pm25,µg/m³,2016-02-14T11:55:00Z
63.0,pm25,µg/m³,2016-02-14T12:25:00Z
63.0,pm25,µg/m³,2016-02-14T12:45:00Z
63.0,pm25,µg/m³,2016-02-14T13:05:00Z
79.0,pm25,µg/m³,2016-02-14T13:25:00Z
79.0,pm25,µg/m³,2016-02-14T13:45:00Z
79.0,pm25,µg/m³,2016-02-14T14:05:00Z
88.0,pm25,µg/m³,2016-02-14T14:20:00Z
88.0,pm25,µg/m³,2016-02-14T14:45:00Z
88.0,pm25,µg/m³,2016-02-14T15:05:00Z
113.0,pm25,µg/m³,2016-02-14T15:25:00Z
113.0,pm25,µg/m³,2016-02-14T15:45:00Z
113.0,pm25,µg/m³,2016-02-14T16:05:00Z
146.0,pm25,µg/m³,2016-02-14T16:20:00Z
146.0,pm25,µg/m³,2016-02-14T16:45:00Z
146.0,pm25,µg/m³,2016-02-14T17:05:00Z
149.0,pm25,µg/m³,2016-02-14T17:25:00Z
149.0,pm25,µg/m³,2016-02-14T17:45:00Z
149.0,pm25,µg/m³,2016-02-14T18:05:00Z
148.0,pm25,µg/m³,2016-02-14T18:25:00Z
148.0,pm25,µg/m³,2016-02-14T18:45:00Z
148.0,pm25,µg/m³,2016-02-14T19:05:00Z
186.0,pm25,µg/m³,2016-02-14T19:25:00Z
186.0,pm25,µg/m³,2016-02-14T19:45:00Z
186.0,pm25,µg/m³,2016-02-14T20:05:00Z
123.0,pm25,µg/m³,2016-02-14T20:25:00Z
123.0,pm25,µg/m³,2016-02-14T20:45:00Z
123.0,pm25,µg/m³,2016-02-14T21:05:00Z
106.0,pm25,µg/m³,2016-02-14T21:25:00Z
106.0,pm25,µg/m³,2016-02-14T21:45:00Z
106.0,pm25,µg/m³,2016-02-14T22:05:00Z
86.0,pm25,µg/m³,2016-02-14T22:25:00Z
86.0,pm25,µg/m³,2016-02-14T22:45:00Z
86.0,pm25,µg/m³,2016-02-14T23:05:00Z
86.0,pm25,µg/m³,2016-02-14T23:25:00Z
86.0,pm25,µg/m³,2016-02-14T23:45:00Z
86.0,pm25,µg/m³,2016-02-15T00:05:00Z
77.0,pm25,µg/m³,2016-02-15T00:25:00Z
77.0,pm25,µg/m³,2016-02-15T00:45:00Z
77.0,pm25,µg/m³,2016-02-15T01:05:00Z
88.0,pm25,µg/m³,2016-02-15T01:25:00Z
88.0,pm25,µg/m³,2016-02-15T01:45:00Z
88.0,pm25,µg/m³,2016-02-15T02:05:00Z
207.0,pm25,µg/m³,2016-02-15T02:25:00Z
207.0,pm25,µg/m³,2016-02-15T02:45:00Z
207.0,pm25,µg/m³,2016-02-15T03:05:00Z
178.0,pm25,µg/m³,2016-02-15T03:25:00Z
178.0,pm25,µg/m³,2016-02-15T03:45:00Z
178.0,pm25,µg/m³,2016-02-15T04:05:00Z
114.0,pm25,µg/m³,2016-02-15T04:25:00Z
114.0,pm25,µg/m³,2016-02-15T04:45:00Z
114.0,pm25,µg/m³,2016-02-15T05:05:00Z
129.0,pm25,µg/m³,2016-02-15T05:25:00Z
129.0,pm25,µg/m³,2016-02-15T05:45:00Z
129.0,pm25,µg/m³,2016-02-15T06:05:00Z
103.0,pm25,µg/m³,2016-02-15T06:25:00Z
103.0,pm25,µg/m³,2016-02-15T06:45:00Z
103.0,pm25,µg/m³,2016-02-15T07:05:00Z
63.0,pm25,µg/m³,2016-02-15T07:25:00Z
63.0,pm25,µg/m³,2016-02-15T07:45:00Z
63.0,pm25,µg/m³,2016-02-15T08:05:00Z
86.0,pm25,µg/m³,2016-02-15T08:25:00Z
86.0,pm25,µg/m³,2016-02-15T08:45:00Z
86.0,pm25,µg/m³,2016-02-15T09:05:00Z
74.0,pm25,µg/m³,2016-02-15T09:25:00Z
74.0,pm25,µg/m³,2016-02-15T09:45:00Z
74.0,pm25,µg/m³,2016-02-15T10:05:00Z
57.0,pm25,µg/m³,2016-02-15T10:25:00Z
57.0,pm25,µg/m³,2016-02-15T10:45:00Z
57.0,pm25,µg/m³,2016-02-15T11:05:00Z
83.0,pm25,µg/m³,2016-02-15T11:25:00Z
83.0,pm25,µg/m³,2016-02-15T11:45:00Z
83.0,pm25,µg/m³,2016-02-15T12:05:00Z
83.0,pm25,µg/m³,2016-02-15T12:25:00Z
83.0,pm25,µg/m³,2016-02-15T12:45:00Z
83.0,pm25,µg/m³,2016-02-15T13:05:00Z
113.0,pm25,µg/m³,2016-02-15T13:25:00Z
113.0,pm25,µg/m³,2016-02-15T13:45:00Z
113.0,pm25,µg/m³,2016-02-15T14:05:00Z
120.0,pm25,µg/m³,2016-02-15T14:25:00Z
120.0,pm25,µg/m³,2016-02-15T14:45:00Z
120.0,pm25,µg/m³,2016-02-15T15:05:00Z
145.0,pm25,µg/m³,2016-02-15T15:25:00Z
145.0,pm25,µg/m³,2016-02-15T15:45:00Z
145.0,pm25,µg/m³,2016-02-15T16:05:00Z
150.0,pm25,µg/m³,2016-02-15T16:25:00Z
150.0,pm25,µg/m³,2016-02-15T16:45:00Z
150.0,pm25,µg/m³,2016-02-15T17:05:00Z
143.0,pm25,µg/m³,2016-02-15T17:25:00Z
143.0,pm25,µg/m³,2016-02-15T17:45:00Z
143.0,pm25,µg/m³,2016-02-15T18:05:00Z
135.0,pm25,µg/m³,2016-02-15T18:25:00Z
135.0,pm25,µg/m³,2016-02-15T18:45:00Z
135.0,pm25,µg/m³,2016-02-15T19:05:00Z
173.0,pm25,µg/m³,2016-02-15T19:25:00Z
173.0,pm25,µg/m³,2016-02-15T19:45:00Z
173.0,pm25,µg/m³,2016-02-15T20:05:00Z
153.0,pm25,µg/m³,2016-02-15T20:25:00Z
153.0,pm25,µg/m³,2016-02-15T20:45:00Z
153.0,pm25,µg/m³,2016-02-15T21:05:00Z
143.0,pm25,µg/m³,2016-02-15T21:25:00Z
143.0,pm25,µg/m³,2016-02-15T21:45:00Z
143.0,pm25,µg/m³,2016-02-15T22:05:00Z
137.0,pm25,µg/m³,2016-02-15T22:25:00Z
137.0,pm25,µg/m³,2016-02-15T22:45:00Z
137.0,pm25,µg/m³,2016-02-15T23:05:00Z
121.0,pm25,µg/m³,2016-02-15T23:25:00Z
121.0,pm25,µg/m³,2016-02-15T23:45:00Z
121.0,pm25,µg/m³,2016-02-16T00:05:00Z
127.0,pm25,µg/m³,2016-02-16T00:25:00Z
127.0,pm25,µg/m³,2016-02-16T00:45:00Z
127.0,pm25,µg/m³,2016-02-16T01:05:00Z
108.0,pm25,µg/m³,2016-02-16T01:25:00Z
108.0,pm25,µg/m³,2016-02-16T01:45:00Z
108.0,pm25,µg/m³,2016-02-16T02:05:00Z
177.0,pm25,µg/m³,2016-02-16T02:25:00Z
177.0,pm25,µg/m³,2016-02-16T02:45:00Z
177.0,pm25,µg/m³,2016-02-16T03:05:00Z
165.0,pm25,µg/m³,2016-02-16T03:25:00Z
165.0,pm25,µg/m³,2016-02-16T03:45:00Z
165.0,pm25,µg/m³,2016-02-16T04:05:00Z
133.0,pm25,µg/m³,2016-02-16T04:25:00Z
133.0,pm25,µg/m³,2016-02-16T04:45:00Z
133.0,pm25,µg/m³,2016-02-16T05:05:00Z
104.0,pm25,µg/m³,2016-02-16T05:25:00Z
104.0,pm25,µg/m³,2016-02-16T05:45:00Z
104.0,pm25,µg/m³,2016-02-16T06:05:00Z
79.0,pm25,µg/m³,2016-02-16T06:25:00Z
79.0,pm25,µg/m³,2016-02-16T06:45:00Z
79.0,pm25,µg/m³,2016-02-16T07:05:00Z
51.0,pm25,µg/m³,2016-02-16T07:25:00Z
51.0,pm25,µg/m³,2016-02-16T07:45:00Z
51.0,pm25,µg/m³,2016-02-16T08:05:00Z
63.0,pm25,µg/m³,2016-02-16T08:25:00Z
63.0,pm25,µg/m³,2016-02-16T09:05:00Z
69.0,pm25,µg/m³,2016-02-16T09:25:00Z
69.0,pm25,µg/m³,2016-02-16T09:45:00Z
69.0,pm25,µg/m³,2016-02-16T10:05:00Z
61.0,pm25,µg/m³,2016-02-16T10:25:00Z
61.0,pm25,µg/m³,2016-02-16T10:45:00Z
61.0,pm25,µg/m³,2016-02-16T11:05:00Z
70.0,pm25,µg/m³,2016-02-16T11:25:00Z
70.0,pm25,µg/m³,2016-02-16T11:45:00Z
70.0,pm25,µg/m³,2016-02-16T12:05:00Z
78.0,pm25,µg/m³,2016-02-16T12:25:00Z
78.0,pm25,µg/m³,2016-02-16T12:45:00Z
78.0,pm25,µg/m³,2016-02-16T13:05:00Z
82.0,pm25,µg/m³,2016-02-16T13:25:00Z
82.0,pm25,µg/m³,2016-02-16T13:45:00Z
82.0,pm25,µg/m³,2016-02-16T14:05:00Z
135.0,pm25,µg/m³,2016-02-16T14:25:00Z
135.0,pm25,µg/m³,2016-02-16T14:45:00Z
135.0,pm25,µg/m³,2016-02-16T15:05:00Z
106.0,pm25,µg/m³,2016-02-16T15:25:00Z
106.0,pm25,µg/m³,2016-02-16T15:45:00Z
106.0,pm25,µg/m³,2016-02-16T16:05:00Z
148.0,pm25,µg/m³,2016-02-16T16:25:00Z
148.0,pm25,µg/m³,2016-02-16T16:45:00Z
148.0,pm25,µg/m³,2016-02-16T17:05:00Z
171.0,pm25,µg/m³,2016-02-16T17:25:00Z
171.0,pm25,µg/m³,2016-02-16T17:45:00Z
171.0,pm25,µg/m³,2016-02-16T18:05:00Z
177.0,pm25,µg/m³,2016-02-16T18:25:00Z
177.0,pm25,µg/m³,2016-02-16T18:45:00Z
177.0,pm25,µg/m³,2016-02-16T19:05:00Z
138.0,pm25,µg/m³,2016-02-16T19:25:00Z
138.0,pm25,µg/m³,2016-02-16T19:45:00Z
138.0,pm25,µg/m³,2016-02-16T20:05:00Z
99.0,pm25,µg/m³,2016-02-16T20:25:00Z
99.0,pm25,µg/m³,2016-02-16T20:45:00Z
99.0,pm25,µg/m³,2016-02-16T21:05:00Z
99.0,pm25,µg/m³,2016-02-16T21:25:00Z
99.0,pm25,µg/m³,2016-02-16T21:45:00Z
99.0,pm25,µg/m³,2016-02-16T22:05:00Z
90.0,pm25,µg/m³,2016-02-16T22:25:00Z
90.0,pm25,µg/m³,2016-02-16T22:45:00Z
90.0,pm25,µg/m³,2016-02-16T22:55:00Z
89.0,pm25,µg/m³,2016-02-16T23:25:00Z
89.0,pm25,µg/m³,2016-02-16T23:45:00Z
89.0,pm25,µg/m³,2016-02-17T00:05:00Z
66.0,pm25,µg/m³,2016-02-17T00:25:00Z
66.0,pm25,µg/m³,2016-02-17T00:45:00Z
66.0,pm25,µg/m³,2016-02-17T01:05:00Z
114.0,pm25,µg/m³,2016-02-17T01:25:00Z
114.0,pm25,µg/m³,2016-02-17T01:45:00Z
114.0,pm25,µg/m³,2016-02-17T02:05:00Z
148.0,pm25,µg/m³,2016-02-17T02:25:00Z
148.0,pm25,µg/m³,2016-02-17T02:45:00Z
148.0,pm25,µg/m³,2016-02-17T03:05:00Z
138.0,pm25,µg/m³,2016-02-17T03:25:00Z
138.0,pm25,µg/m³,2016-02-17T03:45:00Z
138.0,pm25,µg/m³,2016-02-17T04:05:00Z
126.0,pm25,µg/m³,2016-02-17T04:25:00Z
126.0,pm25,µg/m³,2016-02-17T04:45:00Z
126.0,pm25,µg/m³,2016-02-17T05:05:00Z
124.0,pm25,µg/m³,2016-02-17T05:25:00Z
124.0,pm25,µg/m³,2016-02-17T05:45:00Z
124.0,pm25,µg/m³,2016-02-17T06:05:00Z
136.0,pm25,µg/m³,2016-02-17T06:25:00Z
136.0,pm25,µg/m³,2016-02-17T06:45:00Z
136.0,pm25,µg/m³,2016-02-17T07:05:00Z
95.0,pm25,µg/m³,2016-02-17T07:25:00Z
95.0,pm25,µg/m³,2016-02-17T07:45:00Z
95.0,pm25,µg/m³,2016-02-17T08:05:00Z
108.0,pm25,µg/m³,2016-02-17T08:25:00Z
108.0,pm25,µg/m³,2016-02-17T08:30:00Z
113.0,pm25,µg/m³,2016-02-17T09:35:00Z
132.0,pm25,µg/m³,2016-02-17T12:25:00Z
163.0,pm25,µg/m³,2016-02-17T14:35:00Z
164.0,pm25,µg/m³,2016-02-17T17:15:00Z
125.0,pm25,µg/m³,2016-02-17T19:45:00Z
105.0,pm25,µg/m³,2016-02-17T22:15:00Z
102.0,pm25,µg/m³,2016-02-18T00:45:00Z
118.0,pm25,µg/m³,2016-02-18T02:55:00Z
171.0,pm25,µg/m³,2016-02-18T05:35:00Z
200.0,pm25,µg/m³,2016-02-18T07:25:00Z
200.0,pm25,µg/m³,2016-02-18T07:45:00Z
200.0,pm25,µg/m³,2016-02-18T08:05:00Z
133.0,pm25,µg/m³,2016-02-18T08:25:00Z
133.0,pm25,µg/m³,2016-02-18T08:45:00Z
133.0,pm25,µg/m³,2016-02-18T09:05:00Z
193.0,pm25,µg/m³,2016-02-18T09:25:00Z
193.0,pm25,µg/m³,2016-02-18T09:45:00Z
193.0,pm25,µg/m³,2016-02-18T10:05:00Z
193.0,pm25,µg/m³,2016-02-18T10:25:00Z
193.0,pm25,µg/m³,2016-02-18T10:45:00Z
193.0,pm25,µg/m³,2016-02-18T11:05:00Z
164.0,pm25,µg/m³,2016-02-18T11:25:00Z
164.0,pm25,µg/m³,2016-02-18T11:45:00Z
164.0,pm25,µg/m³,2016-02-18T12:05:00Z
153.0,pm25,µg/m³,2016-02-18T12:25:00Z
153.0,pm25,µg/m³,2016-02-18T12:45:00Z
153.0,pm25,µg/m³,2016-02-18T13:05:00Z
155.0,pm25,µg/m³,2016-02-18T13:25:00Z
155.0,pm25,µg/m³,2016-02-18T14:05:00Z
186.0,pm25,µg/m³,2016-02-18T14:25:00Z
186.0,pm25,µg/m³,2016-02-18T14:45:00Z
186.0,pm25,µg/m³,2016-02-18T15:05:00Z
216.0,pm25,µg/m³,2016-02-18T15:25:00Z
216.0,pm25,µg/m³,2016-02-18T15:45:00Z
216.0,pm25,µg/m³,2016-02-18T16:05:00Z
205.0,pm25,µg/m³,2016-02-18T16:25:00Z
205.0,pm25,µg/m³,2016-02-18T16:45:00Z
205.0,pm25,µg/m³,2016-02-18T17:05:00Z
232.0,pm25,µg/m³,2016-02-18T17:20:00Z
232.0,pm25,µg/m³,2016-02-18T17:45:00Z
232.0,pm25,µg/m³,2016-02-18T18:05:00Z
148.0,pm25,µg/m³,2016-02-18T18:25:00Z
148.0,pm25,µg/m³,2016-02-18T18:45:00Z
148.0,pm25,µg/m³,2016-02-18T19:05:00Z
151.0,pm25,µg/m³,2016-02-18T19:25:00Z
151.0,pm25,µg/m³,2016-02-18T19:45:00Z
151.0,pm25,µg/m³,2016-02-18T20:05:00Z
131.0,pm25,µg/m³,2016-02-18T20:25:00Z
131.0,pm25,µg/m³,2016-02-18T20:45:00Z
131.0,pm25,µg/m³,2016-02-18T21:05:00Z
114.0,pm25,µg/m³,2016-02-18T21:25:00Z
114.0,pm25,µg/m³,2016-02-18T21:45:00Z
114.0,pm25,µg/m³,2016-02-18T22:05:00Z
131.0,pm25,µg/m³,2016-02-18T22:25:00Z
131.0,pm25,µg/m³,2016-02-18T22:45:00Z
131.0,pm25,µg/m³,2016-02-18T23:05:00Z
201.0,pm25,µg/m³,2016-02-18T23:25:00Z
201.0,pm25,µg/m³,2016-02-18T23:45:00Z
201.0,pm25,µg/m³,2016-02-19T00:05:00Z
225.0,pm25,µg/m³,2016-02-19T00:25:00Z
225.0,pm25,µg/m³,2016-02-19T01:05:00Z
225.0,pm25,µg/m³,2016-02-19T01:25:00Z
225.0,pm25,µg/m³,2016-02-19T01:45:00Z
225.0,pm25,µg/m³,2016-02-19T02:05:00Z
241.0,pm25,µg/m³,2016-02-19T02:25:00Z
241.0,pm25,µg/m³,2016-02-19T02:45:00Z
241.0,pm25,µg/m³,2016-02-19T03:05:00Z
228.0,pm25,µg/m³,2016-02-19T03:25:00Z
228.0,pm25,µg/m³,2016-02-19T03:45:00Z
228.0,pm25,µg/m³,2016-02-19T04:05:00Z
264.0,pm25,µg/m³,2016-02-19T04:25:00Z
264.0,pm25,µg/m³,2016-02-19T04:45:00Z
264.0,pm25,µg/m³,2016-02-19T05:05:00Z
272.0,pm25,µg/m³,2016-02-19T05:25:00Z
272.0,pm25,µg/m³,2016-02-19T05:45:00Z
272.0,pm25,µg/m³,2016-02-19T06:05:00Z
167.0,pm25,µg/m³,2016-02-19T06:25:00Z
167.0,pm25,µg/m³,2016-02-19T06:45:00Z
167.0,pm25,µg/m³,2016-02-19T07:05:00Z
94.0,pm25,µg/m³,2016-02-19T07:25:00Z
94.0,pm25,µg/m³,2016-02-19T07:45:00Z
94.0,pm25,µg/m³,2016-02-19T08:05:00Z
117.0,pm25,µg/m³,2016-02-19T08:25:00Z
117.0,pm25,µg/m³,2016-02-19T09:05:00Z
125.0,pm25,µg/m³,2016-02-19T09:25:00Z
125.0,pm25,µg/m³,2016-02-19T09:45:00Z
