value,parameter.name,parameter.units,period.datetimeFrom.utc
213.0,pm25,µg/m³,2017-03-21T03:00:00Z
213.0,pm25,µg/m³,2017-03-21T03:30:00Z
115.0,pm25,µg/m³,2017-03-21T04:00:00Z
115.0,pm25,µg/m³,2017-03-21T04:30:00Z
98.0,pm25,µg/m³,2017-03-21T05:00:00Z
98.0,pm25,µg/m³,2017-03-21T05:30:00Z
66.0,pm25,µg/m³,2017-03-21T06:00:00Z
66.0,pm25,µg/m³,2017-03-21T06:30:00Z
62.0,pm25,µg/m³,2017-03-21T07:00:00Z
62.0,pm25,µg/m³,2017-03-21T07:30:00Z
48.0,pm25,µg/m³,2017-03-21T08:00:00Z
48.0,pm25,µg/m³,2017-03-21T08:30:00Z
46.0,pm25,µg/m³,2017-03-21T09:00:00Z
46.0,pm25,µg/m³,2017-03-21T09:30:00Z
41.0,pm25,µg/m³,2017-03-21T10:00:00Z
41.0,pm25,µg/m³,2017-03-21T10:30:00Z
51.0,pm25,µg/m³,2017-03-21T11:00:00Z
51.0,pm25,µg/m³,2017-03-21T11:30:00Z
55.0,pm25,µg/m³,2017-03-21T12:00:00Z
55.0,pm25,µg/m³,2017-03-21T12:30:00Z
65.0,pm25,µg/m³,2017-03-21T13:00:00Z
65.0,pm25,µg/m³,2017-03-21T13:30:00Z
100.0,pm25,µg/m³,2017-03-21T14:00:00Z
100.0,pm25,µg/m³,2017-03-21T14:30:00Z
143.0,pm25,µg/m³,2017-03-21T15:00:00Z
143.0,pm25,µg/m³,2017-03-21T15:30:00Z
114.0,pm25,µg/m³,2017-03-21T16:00:00Z
114.0,pm25,µg/m³,2017-03-21T16:30:00Z
129.0,pm25,µg/m³,2017-03-21T17:00:00Z
224.0,pm25,µg/m³,2017-03-21T17:30:00Z
226.0,pm25,µg/m³,2017-03-21T18:00:00Z
226.0,pm25,µg/m³,2017-03-21T18:30:00Z
255.0,pm25,µg/m³,2017-03-21T19:00:00Z
255.0,pm25,µg/m³,2017-03-21T19:30:00Z
243.0,pm25,µg/m³,2017-03-21T20:00:00Z
243.0,pm25,µg/m³,2017-03-21T20:30:00Z
200.0,pm25,µg/m³,2017-03-21T21:00:00Z
200.0,pm25,µg/m³,2017-03-21T21:30:00Z
331.0,pm25,µg/m³,2017-03-21T22:00:00Z
331.0,pm25,µg/m³,2017-03-21T22:30:00Z
306.0,pm25,µg/m³,2017-03-21T23:00:00Z
306.0,pm25,µg/m³,2017-03-21T23:30:00Z
310.0,pm25,µg/m³,2017-03-22T00:00:00Z
310.0,pm25,µg/m³,2017-03-22T00:30:00Z
277.0,pm25,µg/m³,2017-03-22T01:00:00Z
277.0,pm25,µg/m³,2017-03-22T01:30:00Z
305.0,pm25,µg/m³,2017-03-22T02:00:00Z
305.0,pm25,µg/m³,2017-03-22T02:30:00Z
298.0,pm25,µg/m³,2017-03-22T03:00:00Z
298.0,pm25,µg/m³,2017-03-22T03:30:00Z
140.0,pm25,µg/m³,2017-03-22T04:00:00Z
140.0,pm25,µg/m³,2017-03-22T04:30:00Z
68.0,pm25,µg/m³,2017-03-22T05:00:00Z
68.0,pm25,µg/m³,2017-03-22T05:30:00Z
67.0,pm25,µg/m³,2017-03-22T06:00:00Z
67.0,pm25,µg/m³,2017-03-22T06:30:00Z
56.0,pm25,µg/m³,2017-03-22T07:00:00Z
56.0,pm25,µg/m³,2017-03-22T07:30:00Z
52.0,pm25,µg/m³,2017-03-22T08:00:00Z
52.0,pm25,µg/m³,2017-03-22T08:30:00Z
48.0,pm25,µg/m³,2017-03-22T09:00:00Z
48.0,pm25,µg/m³,2017-03-22T09:30:00Z
40.0,pm25,µg/m³,2017-03-22T10:00:00Z
40.0,pm25,µg/m³,2017-03-22T10:30:00Z
45.0,pm25,µg/m³,2017-03-22T11:00:00Z
45.0,pm25,µg/m³,2017-03-22T11:30:00Z
48.0,pm25,µg/m³,2017-03-22T12:00:00Z
48.0,pm25,µg/m³,2017-03-22T12:30:00Z
72.0,pm25,µg/m³,2017-03-22T13:00:00Z
72.0,pm25,µg/m³,2017-03-22T13:30:00Z
119.0,pm25,µg/m³,2017-03-22T14:00:00Z
119.0,pm25,µg/m³,2017-03-22T14:30:00Z
161.0,pm25,µg/m³,2017-03-22T15:00:00Z
161.0,pm25,µg/m³,2017-03-22T15:30:00Z
191.0,pm25,µg/m³,2017-03-22T16:00:00Z
191.0,pm25,µg/m³,2017-03-22T16:30:00Z
224.0,pm25,µg/m³,2017-03-22T17:00:00Z
116.0,pm25,µg/m³,2017-03-22T17:30:00Z
154.0,pm25,µg/m³,2017-03-22T18:00:00Z
154.0,pm25,µg/m³,2017-03-22T18:30:00Z
127.0,pm25,µg/m³,2017-03-22T19:00:00Z
127.0,pm25,µg/m³,2017-03-22T19:30:00Z
147.0,pm25,µg/m³,2017-03-22T20:00:00Z
147.0,pm25,µg/m³,2017-03-22T20:30:00Z
325.0,pm25,µg/m³,2017-03-22T21:00:00Z
325.0,pm25,µg/m³,2017-03-22T21:30:00Z
345.0,pm25,µg/m³,2017-03-22T22:00:00Z
345.0,pm25,µg/m³,2017-03-22T22:30:00Z
271.0,pm25,µg/m³,2017-03-22T23:00:00Z
271.0,pm25,µg/m³,2017-03-22T23:30:00Z
266.0,pm25,µg/m³,2017-03-23T00:30:00Z
364.0,pm25,µg/m³,2017-03-23T01:00:00Z
364.0,pm25,µg/m³,2017-03-23T01:30:00Z
592.0,pm25,µg/m³,2017-03-23T02:00:00Z
592.0,pm25,µg/m³,2017-03-23T02:30:00Z
354.0,pm25,µg/m³,2017-03-23T03:00:00Z
354.0,pm25,µg/m³,2017-03-23T03:30:00Z
284.0,pm25,µg/m³,2017-03-23T04:30:00Z
215.0,pm25,µg/m³,2017-03-23T05:00:00Z
215.0,pm25,µg/m³,2017-03-23T05:30:00Z
150.0,pm25,µg/m³,2017-03-23T06:00:00Z
150.0,pm25,µg/m³,2017-03-23T06:30:00Z
93.0,pm25,µg/m³,2017-03-23T07:00:00Z
93.0,pm25,µg/m³,2017-03-23T07:30:00Z
62.0,pm25,µg/m³,2017-03-23T08:00:00Z
62.0,pm25,µg/m³,2017-03-23T08:30:00Z
59.0,pm25,µg/m³,2017-03-23T09:00:00Z
59.0,pm25,µg/m³,2017-03-23T09:30:00Z
55.0,pm25,µg/m³,2017-03-23T11:30:00Z
64.0,pm25,µg/m³,2017-03-23T12:00:00Z
64.0,pm25,µg/m³,2017-03-23T12:30:00Z
64.0,pm25,µg/m³,2017-03-23T13:00:00Z
64.0,pm25,µg/m³,2017-03-23T13:30:00Z
86.0,pm25,µg/m³,2017-03-23T14:00:00Z
86.0,pm25,µg/m³,2017-03-23T14:30:00Z
115.0,pm25,µg/m³,2017-03-23T15:00:00Z
115.0,pm25,µg/m³,2017-03-23T15:30:00Z
106.0,pm25,µg/m³,2017-03-23T16:00:00Z
106.0,pm25,µg/m³,2017-03-23T16:30:00Z
116.0,pm25,µg/m³,2017-03-23T17:00:00Z
102.0,pm25,µg/m³,2017-03-23T17:30:00Z
103.0,pm25,µg/m³,2017-03-23T18:00:00Z
103.0,pm25,µg/m³,2017-03-23T18:30:00Z
106.0,pm25,µg/m³,2017-03-23T19:00:00Z
106.0,pm25,µg/m³,2017-03-23T19:30:00Z
89.0,pm25,µg/m³,2017-03-23T20:00:00Z
89.0,pm25,µg/m³,2017-03-23T20:30:00Z
100.0,pm25,µg/m³,2017-03-23T21:00:00Z
100.0,pm25,µg/m³,2017-03-23T21:30:00Z
368.0,pm25,µg/m³,2017-03-23T22:00:00Z
368.0,pm25,µg/m³,2017-03-23T22:30:00Z
362.0,pm25,µg/m³,2017-03-23T23:00:00Z
89.0,pm25,µg/m³,2017-03-24T23:30:00Z
149.0,pm25,µg/m³,2017-03-25T00:00:00Z
149.0,pm25,µg/m³,2017-03-25T00:30:00Z
234.0,pm25,µg/m³,2017-03-25T01:00:00Z
234.0,pm25,µg/m³,2017-03-25T01:30:00Z
257.0,pm25,µg/m³,2017-03-25T02:00:00Z
257.0,pm25,µg/m³,2017-03-25T02:30:00Z
239.0,pm25,µg/m³,2017-03-25T03:00:00Z
239.0,pm25,µg/m³,2017-03-25T03:30:00Z
106.0,pm25,µg/m³,2017-03-25T04:00:00Z
106.0,pm25,µg/m³,2017-03-25T04:30:00Z
66.0,pm25,µg/m³,2017-03-25T05:00:00Z
66.0,pm25,µg/m³,2017-03-25T05:30:00Z
39.0,pm25,µg/m³,2017-03-25T06:00:00Z
39.0,pm25,µg/m³,2017-03-25T06:30:00Z
41.0,pm25,µg/m³,2017-03-25T07:00:00Z
41.0,pm25,µg/m³,2017-03-25T07:30:00Z
21.0,pm25,µg/m³,2017-03-25T08:00:00Z
21.0,pm25,µg/m³,2017-03-25T08:30:00Z
28.0,pm25,µg/m³,2017-03-25T09:00:00Z
28.0,pm25,µg/m³,2017-03-25T09:30:00Z
31.0,pm25,µg/m³,2017-03-25T10:00:00Z
31.0,pm25,µg/m³,2017-03-25T10:30:00Z
31.0,pm25,µg/m³,2017-03-25T11:00:00Z
31.0,pm25,µg/m³,2017-03-25T11:30:00Z
40.0,pm25,µg/m³,2017-03-25T12:00:00Z
40.0,pm25,µg/m³,2017-03-25T12:30:00Z
45.0,pm25,µg/m³,2017-03-25T13:00:00Z
45.0,pm25,µg/m³,2017-03-25T13:30:00Z
135.0,pm25,µg/m³,2017-03-25T14:00:00Z
135.0,pm25,µg/m³,2017-03-25T14:30:00Z
135.0,pm25,µg/m³,2017-03-25T15:00:00Z
135.0,pm25,µg/m³,2017-03-25T15:30:00Z
138.0,pm25,µg/m³,2017-03-25T16:00:00Z
138.0,pm25,µg/m³,2017-03-25T16:30:00Z
118.0,pm25,µg/m³,2017-03-25T17:00:00Z
103.0,pm25,µg/m³,2017-03-25T17:30:00Z
97.0,pm25,µg/m³,2017-03-25T18:00:00Z
97.0,pm25,µg/m³,2017-03-25T18:30:00Z
77.0,pm25,µg/m³,2017-03-25T19:00:00Z
77.0,pm25,µg/m³,2017-03-25T19:30:00Z
76.0,pm25,µg/m³,2017-03-25T20:00:00Z
76.0,pm25,µg/m³,2017-03-25T20:30:00Z
112.0,pm25,µg/m³,2017-03-25T21:00:00Z
112.0,pm25,µg/m³,2017-03-25T21:30:00Z
187.0,pm25,µg/m³,2017-03-25T22:00:00Z
187.0,pm25,µg/m³,2017-03-25T22:30:00Z
177.0,pm25,µg/m³,2017-03-25T23:00:00Z
177.0,pm25,µg/m³,2017-03-25T23:30:00Z
253.0,pm25,µg/m³,2017-03-26T00:00:00Z
253.0,pm25,µg/m³,2017-03-26T00:30:00Z
272.0,pm25,µg/m³,2017-03-26T01:00:00Z
272.0,pm25,µg/m³,2017-03-26T01:30:00Z
264.0,pm25,µg/m³,2017-03-26T02:00:00Z
264.0,pm25,µg/m³,2017-03-26T02:30:00Z
164.0,pm25,µg/m³,2017-03-26T03:00:00Z
164.0,pm25,µg/m³,2017-03-26T03:30:00Z
111.0,pm25,µg/m³,2017-03-26T04:00:00Z
111.0,pm25,µg/m³,2017-03-26T04:30:00Z
68.0,pm25,µg/m³,2017-03-26T05:00:00Z
68.0,pm25,µg/m³,2017-03-26T05:30:00Z
47.0,pm25,µg/m³,2017-03-26T06:00:00Z
47.0,pm25,µg/m³,2017-03-26T06:30:00Z
33.0,pm25,µg/m³,2017-03-26T07:00:00Z
33.0,pm25,µg/m³,2017-03-26T07:30:00Z
39.0,pm25,µg/m³,2017-03-26T08:00:00Z
39.0,pm25,µg/m³,2017-03-26T08:30:00Z
34.0,pm25,µg/m³,2017-03-26T09:00:00Z
34.0,pm25,µg/m³,2017-03-26T09:30:00Z
37.0,pm25,µg/m³,2017-03-26T10:00:00Z
37.0,pm25,µg/m³,2017-03-26T10:30:00Z
29.0,pm25,µg/m³,2017-03-26T11:00:00Z
29.0,pm25,µg/m³,2017-03-26T11:30:00Z
30.0,pm25,µg/m³,2017-03-26T12:00:00Z
30.0,pm25,µg/m³,2017-03-26T12:30:00Z
47.0,pm25,µg/m³,2017-03-26T13:00:00Z
47.0,pm25,µg/m³,2017-03-26T13:30:00Z
99.0,pm25,µg/m³,2017-03-26T14:00:00Z
99.0,pm25,µg/m³,2017-03-26T14:30:00Z
134.0,pm25,µg/m³,2017-03-26T15:00:00Z
134.0,pm25,µg/m³,2017-03-26T15:30:00Z
116.0,pm25,µg/m³,2017-03-26T16:00:00Z
116.0,pm25,µg/m³,2017-03-26T16:30:00Z
103.0,pm25,µg/m³,2017-03-26T17:00:00Z
116.0,pm25,µg/m³,2017-03-26T17:30:00Z
67.0,pm25,µg/m³,2017-03-26T18:00:00Z
67.0,pm25,µg/m³,2017-03-26T18:30:00Z
75.0,pm25,µg/m³,2017-03-26T19:00:00Z
75.0,pm25,µg/m³,2017-03-26T19:30:00Z
73.0,pm25,µg/m³,2017-03-26T21:30:00Z
69.0,pm25,µg/m³,2017-03-26T22:00:00Z
69.0,pm25,µg/m³,2017-03-26T22:30:00Z
81.0,pm25,µg/m³,2017-03-26T23:00:00Z
81.0,pm25,µg/m³,2017-03-26T23:30:00Z
196.0,pm25,µg/m³,2017-03-27T00:00:00Z
196.0,pm25,µg/m³,2017-03-27T00:30:00Z
166.0,pm25,µg/m³,2017-03-27T01:00:00Z
166.0,pm25,µg/m³,2017-03-27T01:30:00Z
139.0,pm25,µg/m³,2017-03-27T02:00:00Z
139.0,pm25,µg/m³,2017-03-27T02:30:00Z
137.0,pm25,µg/m³,2017-03-27T03:00:00Z
137.0,pm25,µg/m³,2017-03-27T03:30:00Z
102.0,pm25,µg/m³,2017-03-27T04:00:00Z
102.0,pm25,µg/m³,2017-03-27T04:30:00Z
81.0,pm25,µg/m³,2017-03-27T05:00:00Z
81.0,pm25,µg/m³,2017-03-27T05:30:00Z
56.0,pm25,µg/m³,2017-03-27T06:00:00Z
56.0,pm25,µg/m³,2017-03-27T06:30:00Z
50.0,pm25,µg/m³,2017-03-27T07:00:00Z
50.0,pm25,µg/m³,2017-03-27T07:30:00Z
35.0,pm25,µg/m³,2017-03-27T08:00:00Z
35.0,pm25,µg/m³,2017-03-27T08:30:00Z
39.0,pm25,µg/m³,2017-03-27T10:00:00Z
39.0,pm25,µg/m³,2017-03-27T10:30:00Z
45.0,pm25,µg/m³,2017-03-27T11:00:00Z
45.0,pm25,µg/m³,2017-03-27T11:30:00Z
45.0,pm25,µg/m³,2017-03-27T12:00:00Z
45.0,pm25,µg/m³,2017-03-27T12:30:00Z
55.0,pm25,µg/m³,2017-03-27T13:00:00Z
55.0,pm25,µg/m³,2017-03-27T13:30:00Z
91.0,pm25,µg/m³,2017-03-27T14:00:00Z
91.0,pm25,µg/m³,2017-03-27T14:30:00Z
128.0,pm25,µg/m³,2017-03-27T15:00:00Z
128.0,pm25,µg/m³,2017-03-27T15:30:00Z
131.0,pm25,µg/m³,2017-03-27T16:00:00Z
131.0,pm25,µg/m³,2017-03-27T16:30:00Z
116.0,pm25,µg/m³,2017-03-27T17:00:00Z
224.0,pm25,µg/m³,2017-03-27T17:30:00Z
91.0,pm25,µg/m³,2017-03-27T18:00:00Z
91.0,pm25,µg/m³,2017-03-27T18:30:00Z
99.0,pm25,µg/m³,2017-03-27T19:00:00Z
99.0,pm25,µg/m³,2017-03-27T19:30:00Z
101.0,pm25,µg/m³,2017-03-27T20:00:00Z
101.0,pm25,µg/m³,2017-03-27T20:30:00Z
122.0,pm25,µg/m³,2017-03-27T21:00:00Z
122.0,pm25,µg/m³,2017-03-27T21:30:00Z
214.0,pm25,µg/m³,2017-03-27T22:30:00Z
304.0,pm25,µg/m³,2017-03-27T23:00:00Z
304.0,pm25,µg/m³,2017-03-27T23:30:00Z
299.0,pm25,µg/m³,2017-03-28T00:00:00Z
299.0,pm25,µg/m³,2017-03-28T00:30:00Z
239.0,pm25,µg/m³,2017-03-28T01:00:00Z
239.0,pm25,µg/m³,2017-03-28T01:30:00Z
289.0,pm25,µg/m³,2017-03-28T02:00:00Z
289.0,pm25,µg/m³,2017-03-28T02:30:00Z
260.0,pm25,µg/m³,2017-03-28T03:00:00Z
260.0,pm25,µg/m³,2017-03-28T03:30:00Z
194.0,pm25,µg/m³,2017-03-28T04:00:00Z
194.0,pm25,µg/m³,2017-03-28T04:30:00Z
131.0,pm25,µg/m³,2017-03-28T05:00:00Z
131.0,pm25,µg/m³,2017-03-28T05:30:00Z
82.0,pm25,µg/m³,2017-03-28T06:00:00Z
82.0,pm25,µg/m³,2017-03-28T06:30:00Z
56.0,pm25,µg/m³,2017-03-28T07:00:00Z
56.0,pm25,µg/m³,2017-03-28T07:30:00Z
53.0,pm25,µg/m³,2017-03-28T08:00:00Z
53.0,pm25,µg/m³,2017-03-28T08:30:00Z
54.0,pm25,µg/m³,2017-03-28T09:00:00Z
54.0,pm25,µg/m³,2017-03-28T09:30:00Z
53.0,pm25,µg/m³,2017-03-28T10:00:00Z
53.0,pm25,µg/m³,2017-03-28T10:30:00Z
54.0,pm25,µg/m³,2017-03-28T11:00:00Z
54.0,pm25,µg/m³,2017-03-28T11:30:00Z
53.0,pm25,µg/m³,2017-03-28T12:00:00Z
53.0,pm25,µg/m³,2017-03-28T12:30:00Z
102.0,pm25,µg/m³,2017-03-28T13:00:00Z
102.0,pm25,µg/m³,2017-03-28T13:30:00Z
103.0,pm25,µg/m³,2017-03-28T14:00:00Z
103.0,pm25,µg/m³,2017-03-28T14:30:00Z
201.0,pm25,µg/m³,2017-03-28T15:00:00Z
201.0,pm25,µg/m³,2017-03-28T15:30:00Z
212.0,pm25,µg/m³,2017-03-28T16:00:00Z
212.0,pm25,µg/m³,2017-03-28T16:30:00Z
224.0,pm25,µg/m³,2017-03-28T17:00:00Z
197.0,pm25,µg/m³,2017-03-28T18:30:00Z
292.0,pm25,µg/m³,2017-03-28T19:00:00Z
292.0,pm25,µg/m³,2017-03-28T19:30:00Z
244.0,pm25,µg/m³,2017-03-28T20:00:00Z
244.0,pm25,µg/m³,2017-03-28T20:30:00Z
241.0,pm25,µg/m³,2017-03-28T21:00:00Z
241.0,pm25,µg/m³,2017-03-28T21:30:00Z
242.0,pm25,µg/m³,2017-03-28T22:00:00Z
242.0,pm25,µg/m³,2017-03-28T22:30:00Z
250.0,pm25,µg/m³,2017-03-28T23:00:00Z
250.0,pm25,µg/m³,2017-03-28T23:30:00Z
243.0,pm25,µg/m³,2017-03-29T00:00:00Z
243.0,pm25,µg/m³,2017-03-29T00:30:00Z
216.0,pm25,µg/m³,2017-03-29T01:00:00Z
216.0,pm25,µg/m³,2017-03-29T01:30:00Z
172.0,pm25,µg/m³,2017-03-29T02:00:00Z
172.0,pm25,µg/m³,2017-03-29T02:30:00Z
129.0,pm25,µg/m³,2017-03-29T03:00:00Z
129.0,pm25,µg/m³,2017-03-29T03:30:00Z
85.0,pm25,µg/m³,2017-03-29T04:00:00Z
85.0,pm25,µg/m³,2017-03-29T04:30:00Z
108.0,pm25,µg/m³,2017-03-29T05:00:00Z
108.0,pm25,µg/m³,2017-03-29T05:30:00Z
94.0,pm25,µg/m³,2017-03-29T06:00:00Z
94.0,pm25,µg/m³,2017-03-29T06:30:00Z
95.0,pm25,µg/m³,2017-03-29T07:00:00Z
95.0,pm25,µg/m³,2017-03-29T07:30:00Z
40.0,pm25,µg/m³,2017-03-29T08:00:00Z
40.0,pm25,µg/m³,2017-03-29T08:30:00Z
41.0,pm25,µg/m³,2017-03-29T09:00:00Z
41.0,pm25,µg/m³,2017-03-29T09:30:00Z
35.0,pm25,µg/m³,2017-03-29T10:00:00Z
35.0,pm25,µg/m³,2017-03-29T10:30:00Z
28.0,pm25,µg/m³,2017-03-29T11:00:00Z
28.0,pm25,µg/m³,2017-03-29T11:30:00Z
33.0,pm25,µg/m³,2017-03-29T12:00:00Z
33.0,pm25,µg/m³,2017-03-29T12:30:00Z
54.0,pm25,µg/m³,2017-03-29T13:00:00Z
54.0,pm25,µg/m³,2017-03-29T13:30:00Z
181.0,pm25,µg/m³,2017-03-30T17:30:00Z
35.0,pm25,µg/m³,2017-03-31T08:00:00Z
35.0,pm25,µg/m³,2017-03-31T08:30:00Z
38.0,pm25,µg/m³,2017-03-31T09:00:00Z
38.0,pm25,µg/m³,2017-03-31T09:30:00Z
32.0,pm25,µg/m³,2017-03-31T10:00:00Z
32.0,pm25,µg/m³,2017-03-31T10:30:00Z
39.0,pm25,µg/m³,2017-03-31T11:00:00Z
39.0,pm25,µg/m³,2017-03-31T11:30:00Z
43.0,pm25,µg/m³,2017-03-31T12:00:00Z
43.0,pm25,µg/m³,2017-03-31T12:30:00Z
83.0,pm25,µg/m³,2017-03-31T13:00:00Z
83.0,pm25,µg/m³,2017-03-31T13:30:00Z
107.0,pm25,µg/m³,2017-03-31T14:00:00Z
107.0,pm25,µg/m³,2017-03-31T14:30:00Z
165.0,pm25,µg/m³,2017-03-31T15:00:00Z
165.0,pm25,µg/m³,2017-03-31T15:30:00Z
210.0,pm25,µg/m³,2017-03-31T16:00:00Z
210.0,pm25,µg/m³,2017-03-31T16:30:00Z
181.0,pm25,µg/m³,2017-03-31T17:00:00Z
67.0,pm25,µg/m³,2017-03-31T17:30:00Z
163.0,pm25,µg/m³,2017-03-31T18:00:00Z
163.0,pm25,µg/m³,2017-03-31T18:30:00Z
129.0,pm25,µg/m³,2017-03-31T19:00:00Z
129.0,pm25,µg/m³,2017-03-31T19:30:00Z
126.0,pm25,µg/m³,2017-03-31T20:00:00Z
126.0,pm25,µg/m³,2017-03-31T20:30:00Z
143.0,pm25,µg/m³,2017-03-31T21:00:00Z
143.0,pm25,µg/m³,2017-03-31T21:30:00Z
217.0,pm25,µg/m³,2017-03-31T22:00:00Z
217.0,pm25,µg/m³,2017-03-31T22:30:00Z
237.0,pm25,µg/m³,2017-03-31T23:00:00Z
237.0,pm25,µg/m³,2017-03-31T23:30:00Z
301.0,pm25,µg/m³,2017-04-01T01:30:00Z
393.0,pm25,µg/m³,2017-04-01T02:00:00Z
393.0,pm25,µg/m³,2017-04-01T02:30:00Z
295.0,pm25,µg/m³,2017-04-01T03:00:00Z
295.0,pm25,µg/m³,2017-04-01T03:30:00Z
177.0,pm25,µg/m³,2017-04-01T04:00:00Z
177.0,pm25,µg/m³,2017-04-01T04:30:00Z
70.0,pm25,µg/m³,2017-04-01T05:00:00Z
70.0,pm25,µg/m³,2017-04-01T05:30:00Z
51.0,pm25,µg/m³,2017-04-01T06:00:00Z
51.0,pm25,µg/m³,2017-04-01T06:30:00Z
41.0,pm25,µg/m³,2017-04-01T07:00:00Z
41.0,pm25,µg/m³,2017-04-01T07:30:00Z
31.0,pm25,µg/m³,2017-04-01T08:00:00Z
31.0,pm25,µg/m³,2017-04-01T08:30:00Z
22.0,pm25,µg/m³,2017-04-01T09:00:00Z
22.0,pm25,µg/m³,2017-04-01T09:30:00Z
23.0,pm25,µg/m³,2017-04-01T10:00:00Z
23.0,pm25,µg/m³,2017-04-01T10:30:00Z
32.0,pm25,µg/m³,2017-04-01T11:00:00Z
32.0,pm25,µg/m³,2017-04-01T11:30:00Z
33.0,pm25,µg/m³,2017-04-01T12:00:00Z
33.0,pm25,µg/m³,2017-04-01T12:30:00Z
50.0,pm25,µg/m³,2017-04-01T13:00:00Z
50.0,pm25,µg/m³,2017-04-01T13:30:00Z
83.0,pm25,µg/m³,2017-04-01T14:00:00Z
83.0,pm25,µg/m³,2017-04-01T14:30:00Z
129.0,pm25,µg/m³,2017-04-01T15:00:00Z
129.0,pm25,µg/m³,2017-04-01T15:30:00Z
96.0,pm25,µg/m³,2017-04-01T16:00:00Z
96.0,pm25,µg/m³,2017-04-01T16:30:00Z
67.0,pm25,µg/m³,2017-04-01T17:00:00Z
56.0,pm25,µg/m³,2017-04-01T17:30:00Z
54.0,pm25,µg/m³,2017-04-01T18:00:00Z
54.0,pm25,µg/m³,2017-04-01T18:30:00Z
69.0,pm25,µg/m³,2017-04-01T19:00:00Z
69.0,pm25,µg/m³,2017-04-01T19:30:00Z
105.0,pm25,µg/m³,2017-04-01T20:00:00Z
105.0,pm25,µg/m³,2017-04-01T20:30:00Z
137.0,pm25,µg/m³,2017-04-01T21:00:00Z
257.0,pm25,µg/m³,2017-04-01T23:30:00Z
198.0,pm25,µg/m³,2017-04-02T00:00:00Z
198.0,pm25,µg/m³,2017-04-02T00:30:00Z
271.0,pm25,µg/m³,2017-04-02T01:00:00Z
271.0,pm25,µg/m³,2017-04-02T01:30:00Z
308.0,pm25,µg/m³,2017-04-02T02:00:00Z
308.0,pm25,µg/m³,2017-04-02T02:30:00Z
206.0,pm25,µg/m³,2017-04-02T03:00:00Z
206.0,pm25,µg/m³,2017-04-02T03:30:00Z
100.0,pm25,µg/m³,2017-04-02T04:00:00Z
100.0,pm25,µg/m³,2017-04-02T04:30:00Z
64.0,pm25,µg/m³,2017-04-02T05:00:00Z
64.0,pm25,µg/m³,2017-04-02T05:30:00Z
32.0,pm25,µg/m³,2017-04-02T06:00:00Z
32.0,pm25,µg/m³,2017-04-02T06:30:00Z
32.0,pm25,µg/m³,2017-04-02T07:00:00Z
32.0,pm25,µg/m³,2017-04-02T07:30:00Z
23.0,pm25,µg/m³,2017-04-02T08:00:00Z
23.0,pm25,µg/m³,2017-04-02T08:30:00Z
23.0,pm25,µg/m³,2017-04-02T09:00:00Z
23.0,pm25,µg/m³,2017-04-02T09:30:00Z
17.0,pm25,µg/m³,2017-04-02T10:00:00Z
17.0,pm25,µg/m³,2017-04-02T10:30:00Z
24.0,pm25,µg/m³,2017-04-02T11:00:00Z
24.0,pm25,µg/m³,2017-04-02T11:30:00Z
29.0,pm25,µg/m³,2017-04-02T12:00:00Z
29.0,pm25,µg/m³,2017-04-02T12:30:00Z
39.0,pm25,µg/m³,2017-04-02T13:00:00Z
39.0,pm25,µg/m³,2017-04-02T13:30:00Z
63.0,pm25,µg/m³,2017-04-02T14:00:00Z
63.0,pm25,µg/m³,2017-04-02T14:30:00Z
61.0,pm25,µg/m³,2017-04-02T15:00:00Z
61.0,pm25,µg/m³,2017-04-02T15:30:00Z
45.0,pm25,µg/m³,2017-04-02T16:00:00Z
45.0,pm25,µg/m³,2017-04-02T16:30:00Z
56.0,pm25,µg/m³,2017-04-02T17:00:00Z
74.0,pm25,µg/m³,2017-04-02T18:00:00Z
74.0,pm25,µg/m³,2017-04-02T18:30:00Z
70.0,pm25,µg/m³,2017-04-02T19:00:00Z
70.0,pm25,µg/m³,2017-04-02T19:30:00Z
80.0,pm25,µg/m³,2017-04-02T20:00:00Z
80.0,pm25,µg/m³,2017-04-02T20:30:00Z
126.0,pm25,µg/m³,2017-04-02T21:00:00Z
126.0,pm25,µg/m³,2017-04-02T21:30:00Z
198.0,pm25,µg/m³,2017-04-02T22:00:00Z
198.0,pm25,µg/m³,2017-04-02T22:30:00Z
231.0,pm25,µg/m³,2017-04-02T23:00:00Z
231.0,pm25,µg/m³,2017-04-02T23:30:00Z
255.0,pm25,µg/m³,2017-04-03T00:00:00Z
255.0,pm25,µg/m³,2017-04-03T00:30:00Z
183.0,pm25,µg/m³,2017-04-03T01:00:00Z
183.0,pm25,µg/m³,2017-04-03T01:30:00Z
192.0,pm25,µg/m³,2017-04-03T02:00:00Z
192.0,pm25,µg/m³,2017-04-03T02:30:00Z
233.0,pm25,µg/m³,2017-04-03T03:00:00Z
233.0,pm25,µg/m³,2017-04-03T03:30:00Z
114.0,pm25,µg/m³,2017-04-03T04:00:00Z
114.0,pm25,µg/m³,2017-04-03T04:30:00Z
56.0,pm25,µg/m³,2017-04-03T05:00:00Z
56.0,pm25,µg/m³,2017-04-03T05:30:00Z
57.0,pm25,µg/m³,2017-04-03T06:00:00Z
57.0,pm25,µg/m³,2017-04-03T06:30:00Z
41.0,pm25,µg/m³,2017-04-03T07:00:00Z
